Site Pt,Area,Northing,Easting,Date Time,CH4 flux,H2S flux,CO2 flux,Pressure,Temp,CH4 slope,H2S slope,CO2 slope
SFTC062716_39,TC2PR,1243148,2371217,27-06-2016 11:05:13,0,0,0.35,782.3,46,0,0,1.512
SFTC062716_40,TC2PR,1243366,2371251,27-06-2016 11:09:18,0,0,0.35,782.3,46.2,0,-0.001,1.517
SFTC062716_41,TC2PR,1243341,2371397,27-06-2016 11:11:01,0,0,0.23,782.3,46.5,0,-0.001,0.984
SFTC062716_42,TC2PR,1243362,2371591,27-06-2016 11:13:59,0,0,0.19,782.3,46.7,0,-0.001,0.82
SFTC062716_43,TC2PR,1243187,2371736,27-06-2016 11:17:08,0,0,0.28,782,46.9,0,-0.001,1.223
SFTC062716_44,TC2PR,1243277,2371768,27-06-2016 11:19:58,0,0,0.11,782.3,47.1,0,0,0.472
SFTC062716_45,TC2PR,1243215,2371970,27-06-2016 11:22:57,0,0,0.21,782.7,47.3,0,0,0.935
SFTC062716_46,TC2PR,1242890,2371959,27-06-2016 11:26:39,0,0,0.42,783,47.4,0,-0.002,1.852
SFTC062716_47,TC2PR,1242795,2371996,27-06-2016 11:29:04,0,0,0.19,782.7,47.5,0,0,0.835
SFTC062716_48,TC2PR,1242762,2372166,27-06-2016 11:32:47,0,0,0.33,783,47.7,0,0,1.455
SFTC062716_49,TC2PR,1242979,2372153,27-06-2016 12:05:21,0,0,0.26,781.9,45,0,0,1.118
SFTC062716_50,TC2PR,1243226,2372198,27-06-2016 12:10:51,0,0,0.83,782.5,44.4,0,0,3.582
SFTC062716_51,TC2PR,1243341,2372203,27-06-2016 12:13:28,0,0,0.15,782.7,44.2,0,0,0.642
SFTC062716_52,TC2PR,1243357,2372166,27-06-2016 12:15:59,0,0,0.52,782.4,44.1,0,0,2.241
SFTC062716_53,TC2PR,1243395,2372242,27-06-2016 12:18:33,0,0,0.26,782.7,44.2,0,0,1.11
SFTC062716_54,TC2PR,1243374,2372280,27-06-2016 12:20:43,0,0,0.28,782.3,44.3,0,-0.001,1.217
SFTC062716_55,TC2PR,1243423,2372313,27-06-2016 12:25:39,0,0,0.43,782.1,44.6,0,-0.001,1.852
SFTC062716_56,TC2PR,1243349,2372389,27-06-2016 12:28:05,0,0,0.18,782.1,44.8,0,0,0.799
SFTC062716_57,TC2PR,1243373,2372572,27-06-2016 12:31:17,0,0,0.13,782,45,0,-0.001,0.569
SFTC062716_58,TC2PR,1243123,2372527,27-06-2016 12:34:29,0,0,0.68,781.9,45.2,0,0,2.981
SFTC062716_59,TC2PR,1243171,2372371,27-06-2016 12:37:03,0,0,0.28,782.4,45.3,0,0,1.229
SFTC062716_60,TC2PR,1242992,2372369,27-06-2016 12:41:44,0,0,0.04,782.8,45.5,0,-0.002,0.155
SFTC062716_61,TC2PR,1242971,2372336,27-06-2016 12:43:55,0,0,0.14,782.1,45.6,0,0,0.602
SFTC062716_62,TC2PR,1242803,2372363,27-06-2016 12:47:20,0,0,0.17,782.3,45.7,0,0,0.725
SFTC062716_63,TC2PR,1242761,2372532,27-06-2016 12:50:51,0,0,0.19,780.9,45.7,0,-0.002,0.816
SFTC062716_64,TC2PR,1242766,2372763,27-06-2016 12:54:25,0,0,0.16,780.8,45.7,0,0,0.7
SFTC062716_65,TC2PR,1242817,2372936,27-06-2016 12:57:21,0,0,0.86,780.4,45.8,0,0,3.753
SFTC062716_66,TC2PR,1242793,2373121,27-06-2016 13:00:33,0,0,0.53,780.8,45.8,0,0,2.321
SFTC062716_67,TC2PR,1242681,2373354,27-06-2016 13:03:45,0,0,0.09,780.3,45.7,0,0,0.406
SFTC062716_68,TC2PR,1242797,2373569,27-06-2016 13:07:02,0,0,0.21,780.5,45.7,0,0,0.911
SFTC062716_69,TC2PR,1242773,2373779,27-06-2016 13:10:20,0,0,0.09,781.9,45.6,0,-0.001,0.389
SFTC062716_70,TC2PR,1242573,2373761,27-06-2016 13:13:01,0,0,0.14,782.3,45.5,0,0,0.614
SFTC062716_71,TC2PR,1242592,2373950,27-06-2016 13:15:32,0,0,0.29,782.3,45.4,0,-0.001,1.272
SFTC062716_72,TC2PR,1242802,2374082,27-06-2016 13:19:33,0,0,0.09,782.7,45.4,0,0,0.411
SFTC062716_73,TC2PR,1242814,2373964,27-06-2016 13:22:32,0,0,0.17,782.8,45.4,0,0,0.753
SFTC062716_74,TC2PR,1242967,2373969,27-06-2016 13:25:44,0,0,0.2,782.5,45.5,0,-0.002,0.86
SFTC062716_75,TC2PR,1242997,2374077,27-06-2016 13:28:22,0,0,0.11,782.8,45.6,0,0,0.497
SFTC062716_76,TC2PR,1242979,2373762,27-06-2016 13:32:20,0,0,0.09,782.8,45.8,0,0,0.385
SFTC062716_77,TC2PR,1243018,2373598,27-06-2016 13:35:51,0,0,0.23,782.5,45.9,0,-0.002,1.018
SFTC062716_78,TC2PR,1243035,2373366,27-06-2016 13:40:06,0,0,0.19,782.7,46,0,0,0.836
SFTC062716_79,TC2PR,1242968,2373182,27-06-2016 13:43:53,0,0,0.14,782.7,46,0,0,0.606
SFTC062716_80,TC2PR,1242953,2372991,27-06-2016 13:46:59,0,0,0.27,781.2,45.9,0,0,1.192
SFTC062716_81,TC2PR,1242891,2372760,27-06-2016 13:50:26,0,0,0.25,781.2,45.7,0,0,1.107
SFTC062716_82,TC2PR,1242926,2372555,27-06-2016 13:54:09,0,0,0.83,781.3,45.6,0,-0.004,3.628
SFTC062716_83,TC2PR,1243151,2372720,27-06-2016 13:58:44,0,0,0.17,781.9,45.4,0,0,0.737
SFTC062716_84,TC2PR,1243171,2372972,27-06-2016 14:01:47,0,0,0.11,781.7,45.4,0,0,0.469
SFTC062716_85,TC2PR,1243142,2373133,27-06-2016 14:04:47,0,0,0.26,781.9,45.4,0,0,1.131
SFTC062716_86,TC2PR,1243152,2373378,27-06-2016 14:07:51,0,0,0.35,782.3,45.4,0,0,1.532
SFTC062716_87,TC2PR,1243355,2373413,27-06-2016 14:11:41,0,0.01,0.3,782.1,45.4,0,0.029,1.297
SFTC062716_88,TC2PR,1243246,2373567,27-06-2016 14:14:45,0,0,0.12,782.3,45.4,0,0,0.519
SFTC062716_89,TC2PR,1243264,2373660,27-06-2016 14:17:06,0,0,0.15,782.1,45.4,0,0,0.656
SFTC062716_90,TC2PR,1243154,2373541,27-06-2016 14:20:15,0,0,0.32,782.3,45.4,0,0,1.403
SFTC062716_91,TC2PR,1243163,2373679,27-06-2016 14:23:08,0,0,0.38,782.3,45.3,0,-0.001,1.67
SFTC062716_92,TC2PR,1243200,2373751,27-06-2016 14:25:53,0,0,0.28,782.3,45.2,0,0,1.224
SFTC062716_93,TC2PR,1243150,2373772,27-06-2016 14:28:13,0,0,0.58,782.3,45.1,0,-0.003,2.504
SFTC062716_94,TC2PR,1243172,2373879,27-06-2016 14:30:48,0,0,0.74,782.3,45.1,0,-0.006,3.23
SFTC062716_95,TC2PR,1243239,2373922,27-06-2016 14:34:30,0,0,0.62,782.3,45.1,0,0,2.695
SFTC062716_96,TC2PR,1243236,2373971,27-06-2016 14:36:56,0,0,0.19,782.1,45,0,0,0.846
SFTC062716_97,TC2PR,1243272,2374036,27-06-2016 14:39:27,0,0,0.35,782.3,45,0,0,1.535
SFTC062716_98,TC2PR,1243343,2374023,27-06-2016 14:42:41,0,0,0.28,782.1,44.9,0,-0.001,1.206
SFTC062716_99,TC2PR,1243354,2374036,27-06-2016 14:45:56,19.54,0,3.41,782.3,44.8,84.924,0,14.812
SFTC070616_01,TC2PR,1243470,2373854,6/7/16 9:28,0,0,0.36,778.6,29.6,0,-0.002,1.486
SFTC070616_02,TC2PR,1243496,2373893,6/7/16 9:34,3.84,0,1.57,778.6,31.4,16.043,0.007,6.56
SFTC070616_03,TC2PR,1243544,2373931,6/7/16 9:37,229.11,0,3.42,778.6,31.9,959.75,0.014,14.341
SFTC070616_04,TC2PR,1243579,2373957,6/7/16 9:40,39.8,0,2.29,778.9,32.4,166.914,0.017,9.59
SFTC070616_05,TC2PR,1243626,2373993,6/7/16 9:42,0,0,0.04,779.3,32.8,0,-0.016,0.156
SFTC070616_06,TC2PR,1243663,2374025,6/7/16 9:44,0,0,0.2,779.1,33.2,0,-0.001,0.847
SFTC070616_07,TC2PR,1243595,2374050,6/7/16 9:47,0,0.01,0.45,779,33.7,0,0.038,1.908
SFTC070616_08,TC2PR,1243552,2374038,6/7/16 9:50,0.72,0,2.15,779.1,34.2,3.04,0.016,9.086
SFTC070616_09,TC2PR,1243542,2373973,6/7/16 9:53,4.87,0,0.58,779,34.8,20.569,0.009,2.437
SFTC070616_10,TC2PR,1243468,2373934,6/7/16 9:56,17.84,0,3.63,778.9,35.5,75.59,0.016,15.376
SFTC070616_100,TC2PR,1244157,2372583,7/7/16 11:14,0,0,0.37,772.4,40.3,0,0.014,1.593
SFTC070616_101,TC2PR,1244144,2372815,7/7/16 11:18,0,0,0.13,774.9,40.3,0,0.01,0.561
SFTC070616_102,TC2PR,1244186,2373007,7/7/16 11:23,0,0,0.41,773.2,40.2,0,0.016,1.772
SFTC070616_103,TC2PR,1244330,2373022,7/7/16 11:26,0,0,0.06,771.4,40.1,0,0.008,0.269
SFTC070616_104,TC2PR,1244306,2373164,7/7/16 11:28,0,0,0.11,770.7,39.9,0,0.011,0.493
SFTC070616_105,TC2PR,1244321,2373305,7/7/16 11:31,0,0,0.05,771.5,39.8,0,0.007,0.222
SFTC070616_106,TC2PR,1244161,2373364,7/7/16 11:36,0,0,0.11,770.4,39.8,0,0.009,0.467
SFTC070616_107,TC2PR,1244186,2373155,7/7/16 11:40,0,0,0.02,771.8,39.7,0,0.016,0.095
SFTC070616_108,TC2PR,1243229,2374355,7/7/16 12:26,24.11,0.01,2.94,771.6,38.5,104.101,0.024,12.69
SFTC070616_109,TC2PR,1243200,2374351,7/7/16 12:29,0,0,0.49,778.1,38.3,0,0.009,2.077
SFTC070616_11,TC2PR,1243513,2374055,6/7/16 10:00,0.82,0,2.16,778.6,36.6,3.469,0.003,9.2
SFTC070616_110,TC2PR,1243075,2374378,7/7/16 12:32,0,0,0.24,777.5,38.2,-1.421,0.018,1.012
SFTC070616_111,TC2PR,1243018,2374351,7/7/16 12:33,0,0,0.63,777.5,38.2,0,0.018,2.698
SFTC070616_112,TC2PR,1242967,2374349,7/7/16 12:36,0,0,0.36,777,38.3,0,0.012,1.535
SFTC070616_113,TC2PR,1242550,2374124,7/7/16 12:42,0,0,0.27,776.9,38.6,0,0.019,1.141
SFTC070616_114,TC2PR,1242608,2374399,7/7/16 12:45,0,0,0.39,777.7,38.7,0,0.019,1.674
SFTC070616_115,TC2PR,1242613,2374547,7/7/16 12:48,0,0,0.23,777,38.7,0,0.015,0.985
SFTC070616_116,TC2PR,1242668,2374779,7/7/16 12:51,0,0,0.19,776.5,38.8,0,0.012,0.797
SFTC070616_117,TC2PR,1242814,2374887,7/7/16 12:55,0,0,0.23,776.9,38.8,0,0.016,0.975
SFTC070616_118,TC2PR,1242807,2374759,7/7/16 12:57,0,0.01,0.48,776.5,38.9,0,0.023,2.042
SFTC070616_119,TC2PR,1242834,2374572,7/7/16 13:00,0,0,0.32,776.2,38.9,0,0.021,1.382
SFTC070616_12,TC2PR,1243533,2374061,6/7/16 10:02,0.19,0,0.49,779.2,37,0.804,0.015,2.098
SFTC070616_120,TC2PR,1242948,2374463,7/7/16 13:03,0,0,0.2,776.6,39,0,0.01,0.862
SFTC070616_121,TC2PR,1242962,2374541,7/7/16 13:05,0,0,0.36,776.5,39.1,0,0.014,1.563
SFTC070616_122,TC2PR,1242998,2374656,7/7/16 13:09,0,0,0.22,776.2,39.2,-0.221,0.008,0.936
SFTC070616_123,TC2PR,1242983,2374752,7/7/16 13:11,0,0,0.32,776.6,39.4,0,0.017,1.382
SFTC070616_124,TC2PR,1243071,2374631,7/7/16 13:14,0,0,0.14,776.3,39.5,-0.228,0.014,0.583
SFTC070616_125,TC2PR,1243071,2374558,7/7/16 13:16,0,0,0.31,776.9,39.6,-0.019,0.015,1.339
SFTC070616_126,TC2PR,1243054,2374464,7/7/16 13:20,0,0,0.2,777,39.7,-0.109,0.012,0.841
SFTC070616_127,TC2PR,1243159,2374488,7/7/16 13:22,0,0,0.42,777.3,39.8,-0.553,0.014,1.791
SFTC070616_128,TC2PR,1243173,2374566,7/7/16 13:25,36.51,0,5.64,777.7,39.8,157.071,0.009,24.251
SFTC070616_129,TC2PR,1243169,2374654,7/7/16 13:28,0,0,0.34,778.1,39.9,-0.634,0.021,1.465
SFTC070616_13,TC2PR,1243546,2374085,6/7/16 10:04,0,0,0.45,779.3,37.4,0,-0.029,1.915
SFTC070616_130,TC2PR,1243133,2374737,7/7/16 13:31,0,0.01,0.29,777.3,40,-1.05,0.026,1.23
SFTC070616_131,TC2PR,1243192,2374890,7/7/16 13:35,0,0.01,0.46,776.1,40.2,-0.866,0.022,1.971
SFTC070616_132,TC2PR,1243034,2374981,7/7/16 13:38,0,0,0.3,775.9,40.3,-0.549,0.019,1.292
SFTC070616_133,TC2PR,1243055,2375057,7/7/16 13:41,0,0,0.25,776.9,40.3,-0.112,0.004,1.064
SFTC070616_134,TC2PR,1243213,2375050,7/7/16 13:46,0,0,0.19,777.3,40.4,-1.224,0.016,0.838
SFTC070616_135,TC2PR,1243252,2374963,7/7/16 13:49,0,0,0.49,777,40.4,-1.675,0.01,2.131
SFTC070616_136,TC2PR,1243408,2374941,7/7/16 13:52,0,0,0.25,776.9,40.5,0,0.016,1.061
SFTC070616_137,TC2PR,1243388,2375029,7/7/16 13:54,0,0,0.23,778.8,40.5,-1.288,0.018,0.994
SFTC070616_138,TC2PR,1243577,2374942,7/7/16 13:57,0,0.01,0.29,778.1,40.6,0,0.035,1.23
SFTC070616_139,TC2PR,1243225,2374747,7/7/16 14:01,0,0,0.72,779,40.7,0,0.009,3.095
SFTC070616_14,TC2PR,1243494,2374091,6/7/16 10:06,0,0,0.2,779.3,37.8,0,-0.022,0.845
SFTC070616_140,TC2PR,1243252,2374638,7/7/16 14:04,0,0,1.07,777.1,40.7,0,0.01,4.6
SFTC070616_141,TC2PR,1242563,2374962,7/7/16 14:13,0,0,0.15,778,40.9,0,0.005,0.641
SFTC070616_142,TC2PR,1242470,2374905,7/7/16 14:16,0,0,0.33,777.4,40.9,0,0.013,1.422
SFTC070616_143,TC2PR,1242382,2375114,7/7/16 14:19,0,0,0.29,777.4,41,-7.856,0.01,1.254
SFTC070616_144,TC2PR,1242558,2375188,7/7/16 14:22,1.22,0,2.74,777.7,41,5.256,0.006,11.844
SFTC070616_145,TC2PR,1242755,2375243,7/7/16 14:25,0,0,0.22,777.5,41.2,0,0.02,0.933
SFTC070616_146,TC2PR,1242738,2375302,7/7/16 14:27,0,0.01,0.82,778.1,41.3,-0.369,0.023,3.543
SFTC070616_147,TC2PR,1242566,2375350,7/7/16 14:31,0,0,0.49,777.4,41.5,-1.036,0.009,2.111
SFTC070616_148,TC2PR,1242413,2375327,7/7/16 14:34,0,0,0.25,777.1,41.6,-2.127,0.009,1.094
SFTC070616_149,TC2PR,1242372,2375543,7/7/16 14:37,0,0,0.32,776.9,41.7,0,0.018,1.406
SFTC070616_15,TC2PR,1243461,2374142,6/7/16 10:10,0,0,0.12,779.3,38.4,0,-0.001,0.523
SFTC070616_150,TC2PR,1242534,2375549,7/7/16 14:40,0,0.01,0.29,776.1,41.9,0,0.024,1.246
SFTC070616_151,TC2PR,1242724,2375527,7/7/16 14:43,0,0,0.49,776.1,42,-0.609,0.01,2.106
SFTC070616_16,TC2PR,1243437,2374114,6/7/16 10:13,0,0,0.23,779.9,38.7,-0.6,-0.013,0.965
SFTC070616_17,TC2PR,1243406,2374095,6/7/16 10:14,2.14,0,2.81,779.4,38.9,9.172,0.014,12.035
SFTC070616_18,TC2PR,1243352,2374110,6/7/16 10:18,740.62,0,2.18,779.3,39.4,3175.823,0.019,9.35
SFTC070616_19,TC2PR,1243338,2374096,6/7/16 10:21,42.16,0,2.7,779.3,39.7,180.965,0.013,11.582
SFTC070616_20,TC2PR,1243306,2374090,6/7/16 10:23,0,0,0.16,779.6,40.1,0,-0.018,0.704
SFTC070616_21,TC2PR,1243301,2374064,6/7/16 10:26,0,0,0.17,779.4,40.4,0,-0.019,0.739
SFTC070616_22,TC2PR,1243264,2374105,6/7/16 10:30,0,0,0.82,779.4,40.7,-0.018,-0.027,3.54
SFTC070616_23,TC2PR,1243234,2374082,6/7/16 10:36,0,0,1.83,779.8,40.9,-0.644,-0.011,7.875
SFTC070616_24,TC2PR,1243206,2374043,6/7/16 10:38,15.21,0.01,3.73,779.4,40.9,65.512,0.041,16.086
SFTC070616_25,TC2PR,1243184,2374016,6/7/16 10:40,0,0,0.35,779.4,40.9,0,-0.004,1.52
SFTC070616_26,TC2PR,1243205,2373973,6/7/16 10:44,0,0,0.12,779.3,41,0,-0.012,0.516
SFTC070616_27,TC2PR,1243171,2373987,6/7/16 10:46,0,0,0.15,779.3,41.2,0,-0.003,0.652
SFTC070616_28,TC2PR,1243173,2374040,6/7/16 10:49,0,0,0.45,779.4,41.3,0,-0.016,1.926
SFTC070616_29,TC2PR,1243171,2374089,6/7/16 10:53,0,0,0.17,779.3,41.6,-1.044,-0.049,0.739
SFTC070616_30,TC2PR,1243179,2374139,6/7/16 10:57,0,0,0.55,778.9,41.7,0,-0.046,2.398
SFTC070616_31,TC2PR,1243207,2374250,6/7/16 10:59,0,0,0.41,778.4,41.6,0,-0.031,1.781
SFTC070616_32,TC2PR,1243237,2374220,6/7/16 11:01,0,0,0.56,778,41.5,0,-0.018,2.419
SFTC070616_33,TC2PR,1243218,2374149,6/7/16 11:03,0,0,0.16,778.2,41.4,0,-0.011,0.688
SFTC070616_34,TC2PR,1243239,2374176,6/7/16 11:06,0,0,0.37,778.6,41.3,0,-0.022,1.601
SFTC070616_35,TC2PR,1243268,2374177,6/7/16 11:08,0.7,0,0.91,778.8,41.2,3.029,-0.022,3.915
SFTC070616_36,TC2PR,1243279,2374143,6/7/16 11:10,1.29,0,1.06,779.3,41.1,5.541,0.003,4.553
SFTC070616_37,TC2PR,1243273,2374261,6/7/16 11:12,0,0,0.53,779.4,41,0,-0.038,2.305
SFTC070616_38,TC2PR,1243351,2374271,6/7/16 11:15,0,0,0.19,779,40.9,0,-0.038,0.823
SFTC070616_39,TC2PR,1243346,2374237,6/7/16 11:17,7.23,0,1.75,780.1,40.8,31.11,-0.029,7.547
SFTC070616_40,TC2PR,1243353,2374250,6/7/16 11:19,0,0,1.34,779.4,40.7,0,-0.017,5.755
SFTC070616_41,TC2PR,1243403,2374246,6/7/16 11:22,0,0,0.47,779.4,40.8,-0.119,-0.003,2.028
SFTC070616_42,TC2PR,1243450,2374226,6/7/16 11:25,35.25,0,4.98,779.4,40.9,151.859,0.011,21.449
SFTC070616_43,TC2PR,1243283,2374125,6/7/16 11:45,5.38,0,3.16,779.4,41.4,23.196,0.003,13.632
SFTC070616_44,TC2PR,1243289,2374148,6/7/16 11:47,0,0,0.54,779.2,41.2,-0.569,0.001,2.318
SFTC070616_45,TC2PR,1243321,2374141,6/7/16 11:49,0.7,0.01,1.32,779.3,41.1,3.037,0.031,5.68
SFTC070616_46,TC2PR,1243368,2374138,6/7/16 11:51,91.77,0,6,779.4,41,395.462,0.014,25.841
SFTC070616_47,TC2PR,1243370,2374152,6/7/16 11:53,2.24,0,0.42,779.3,41,9.658,0.014,1.791
SFTC070616_48,TC2PR,1243369,2374168,6/7/16 11:55,0,0,0.55,779.5,41.1,-0.096,0.018,2.375
SFTC070616_49,TC2PR,1243377,2374187,6/7/16 11:57,206.95,0,4.6,779.3,41.2,892.512,0.015,19.825
SFTC070616_50,TC2PR,1243380,2374141,6/7/16 12:00,3129.86,0,1.02,779.2,41.4,13508.72,0.021,4.4
SFTC070616_51,TC2PR,1243400,2374148,6/7/16 12:02,1.45,0,1.05,779.2,41.6,6.273,0.012,4.537
SFTC070616_52,TC2PR,1243441,2374137,6/7/16 12:04,0,0,0.02,779.4,41.8,0,-0.012,0.079
SFTC070616_53,TC2PR,1243387,2374111,6/7/16 12:06,6.82,0,3.54,779.4,42,29.479,0.005,15.293
SFTC070616_54,TC2PR,1243549,2374178,6/7/16 12:09,0,0,0.1,779.2,42.2,-0.037,0,0.422
SFTC070616_55,TC2PR,1243716,2374092,6/7/16 12:13,0,0,0.22,779.3,42.4,-0.002,-0.002,0.943
SFTC070616_56,TC2PR,1243543,2374282,6/7/16 12:18,0,0,0.35,779.2,42.6,0,-0.047,1.505
SFTC070616_57,TC2PR,1243505,2374298,6/7/16 12:20,0,0,0.19,779.4,42.6,0,-0.033,0.831
SFTC070616_58,TC2PR,1243456,2374348,6/7/16 12:22,0,0,0.47,779.2,42.7,0,-0.049,2.043
SFTC070616_59,TC2PR,1243514,2374390,6/7/16 12:24,0,0,0.07,779.6,42.7,0,-0.004,0.322
SFTC070616_60,TC2PR,1243458,2374464,6/7/16 12:26,0,0,0.32,779.6,42.7,0,-0.024,1.371
SFTC070616_61,TC2PR,1243534,2374575,6/7/16 12:28,0,0,0.17,779.6,42.7,0,-0.018,0.75
SFTC070616_62,TC2PR,1243414,2374728,6/7/16 12:32,0,0,0.24,779.6,42.8,0,-0.041,1.053
SFTC070616_63,TC2PR,1243345,2374615,6/7/16 12:35,0,0,0.67,779.3,42.8,0,-0.046,2.905
SFTC070616_64,TC2PR,1243281,2374559,6/7/16 12:38,0,0,0.5,778.8,42.8,0,-0.043,2.166
SFTC070616_65,TC2PR,1243269,2374446,6/7/16 12:41,0,0,0.76,778.5,42.8,0,-0.035,3.293
SFTC070616_66,TC2PR,1243327,2374449,6/7/16 12:43,0,0,0.57,778.5,42.8,0,-0.014,2.479
SFTC070616_67,TC2PR,1243335,2374359,6/7/16 12:45,0,0,0.53,778.8,42.8,0,-0.024,2.286
SFTC070616_68,TC2PR,1243258,2374351,6/7/16 12:47,1.44,0,0.52,778.9,42.9,6.245,0.002,2.274
SFTC070616_69,TC2PR,1243394,2374344,6/7/16 12:49,0,0,1.11,778.4,42.9,0,-0.028,4.797
SFTC070616_70,TC2PR,1243539,2373383,7/7/16 9:24,0,0,0.69,778.7,29.2,0,0.009,2.846
SFTC070616_71,TC2PR,1243565,2373188,7/7/16 9:28,0,0,0.19,777.4,30,-2.164,0.011,0.799
SFTC070616_72,TC2PR,1243585,2373023,7/7/16 9:31,0,0,0.97,777.3,30.8,0,0.014,4.058
SFTC070616_73,TC2PR,1243581,2372965,7/7/16 9:34,0,0,0.17,777.1,31.4,-0.088,0.008,0.706
SFTC070616_74,TC2PR,1243538,2372997,7/7/16 9:37,0.28,0.01,0.48,776.9,31.8,1.157,0.023,1.996
SFTC070616_75,TC2PR,1243531,2373050,7/7/16 9:40,0,0,0.2,777.3,32.2,-1.322,0.018,0.848
SFTC070616_76,TC2PR,1243515,2372956,7/7/16 9:46,0,0,0.18,777.7,33,0,-0.002,0.766
SFTC070616_77,TC2PR,1243490,2372975,7/7/16 9:49,0,0,0.04,777.5,33.3,-2.339,0.006,0.185
SFTC070616_78,TC2PR,1243557,2372804,7/7/16 9:52,0,0,0.15,777.7,33.9,-0.048,0.012,0.646
SFTC070616_79,TC2PR,1243782,2372837,7/7/16 9:56,0.27,0.01,0.23,776.5,34.3,1.149,0.026,0.975
SFTC070616_80,TC2PR,1243778,2372967,7/7/16 10:00,0,0,0.08,774.7,34.8,0,0.01,0.34
SFTC070616_81,TC2PR,1243769,2373141,7/7/16 10:04,0,0,0.12,774.8,35.1,0,0.011,0.529
SFTC070616_82,TC2PR,1243763,2373294,7/7/16 10:07,0,0,0.3,775.1,35.3,0,0.02,1.267
SFTC070616_83,TC2PR,1243789,2373337,7/7/16 10:09,0,0,0.49,775.1,35.4,0,0.007,2.098
SFTC070616_84,TC2PR,1243704,2373374,7/7/16 10:13,0,0,0.44,775.3,35.6,0,0.012,1.88
SFTC070616_85,TC2PR,1243853,2373355,7/7/16 10:16,0,0,0.07,776.1,35.7,-0.258,0.006,0.285
SFTC070616_86,TC2PR,1243880,2373394,7/7/16 10:19,0,0,0.15,775,35.8,-1.492,0.021,0.619
SFTC070616_87,TC2PR,1243980,2373393,7/7/16 10:22,0,0.01,0.06,774.7,36.1,-0.055,0.023,0.241
SFTC070616_88,TC2PR,1243976,2373371,7/7/16 10:25,0,0.01,0.24,773.9,36.5,-1.407,0.024,1.032
SFTC070616_89,TC2PR,1243918,2373304,7/7/16 10:29,3.16,0.01,1.8,773.9,37,13.548,0.041,7.717
SFTC070616_90,TC2PR,1243938,2373147,7/7/16 10:33,0.34,0.01,0.35,773.6,37.7,1.468,0.035,1.52
SFTC070616_91,TC2PR,1243996,2372958,7/7/16 10:37,0.65,0,0.91,773.2,38.6,2.789,0.015,3.924
SFTC070616_92,TC2PR,1243939,2372764,7/7/16 10:43,0,0,0.2,772.3,39.5,-0.851,-0.001,0.879
SFTC070616_93,TC2PR,1243997,2372727,7/7/16 10:47,0,0,0.33,774.5,40,-2.421,0.013,1.408
SFTC070616_94,TC2PR,1243957,2372485,7/7/16 10:52,0,0,0.09,774.7,40.2,-1.188,0.01,0.404
SFTC070616_95,TC2PR,1243962,2372365,7/7/16 10:56,0,0,0.11,774.7,40.2,0,0.008,0.458
SFTC070616_96,TC2PR,1244000,2372174,7/7/16 10:59,0,0,0.06,773.5,40.1,-1.498,0.006,0.253
SFTC070616_97,TC2PR,1244190,2372132,7/7/16 11:02,0,0.01,0.42,773.4,40.1,0,0.022,1.817
SFTC070616_98,TC2PR,1244333,2372182,7/7/16 11:06,0,0,0.76,771.5,40.1,0,0.019,3.307
SFTC070616_99,TC2PR,1244159,2372350,7/7/16 11:09,0,0,0.31,772.3,40.2,0,0.014,1.363
SFTC070816_152,TC2PR,1242446,2375741,8/7/16 11:18,0,0,0.53,778.4,34.6,0,0.015,2.229
SFTC070816_153,TC2PR,1242430,2375933,8/7/16 11:26,0,0,0.71,778.4,35.3,-0.122,0.009,2.996
SFTC070816_154,TC2PR,1242553,2375944,8/7/16 11:28,0,0.01,0.25,776.9,35.4,-1.467,0.025,1.061
SFTC070816_155,TC2PR,1242580,2375768,8/7/16 11:31,0,0,1.09,777.1,35.7,0,0.021,4.652
SFTC070816_156,TC2PR,1242557,2376180,8/7/16 11:36,0,0,0.64,777.8,36.2,0,0.01,2.707
SFTC070816_157,TC2PR,1242566,2376357,8/7/16 11:41,0,0,0.34,776.5,36.7,-0.19,0.011,1.436
SFTC070816_158,TC2PR,1242742,2376317,8/7/16 11:44,0,0,0.16,775.4,36.9,-0.376,0.011,0.697
SFTC070816_159,TC2PR,1242763,2376216,8/7/16 11:47,0,0,0.36,774.2,37.2,-0.658,0.018,1.53
SFTC070816_160,TC2PR,1242969,2376310,8/7/16 11:51,0,0,0.26,774.3,37.6,-0.336,0.016,1.137
SFTC070816_161,TC2PR,1243162,2376290,8/7/16 11:54,0,0,0.35,775,37.9,-0.001,0.008,1.501
SFTC070816_162,TC2PR,1243344,2376140,8/7/16 11:58,0.26,0.01,0.47,774.7,38.4,1.137,0.044,2.003
SFTC070816_163,TC2PR,1243333,2375984,8/7/16 12:06,0,0,0.24,773.2,39.7,-0.539,0.017,1.036
SFTC070816_164,TC2PR,1243149,2376152,8/7/16 12:10,0,0,0.34,772.6,40.4,0,0.017,1.49
SFTC070816_165,TC2PR,1243120,2375978,8/7/16 12:15,0,0,0.2,773.4,40.9,0,0.011,0.884
SFTC070816_166,TC2PR,1242991,2376159,8/7/16 12:19,0,0,0.28,774.9,41.3,0,0.019,1.223
SFTC070816_167,TC2PR,1242970,2375998,8/7/16 12:22,0,0,0.4,774.7,41.4,0,0.021,1.747
SFTC070816_168,TC2PR,1242958,2375764,8/7/16 12:26,0,0,0.29,775.7,41.5,-0.703,0.013,1.261
